Algorithms                , Algorithm_ID         , DPA_METHODS, FEE_METHODS, FES_METHODS, CLF_METHODS, END_METHODS       , END_TO_END_METHODS, DPA_METHODS_ID, FEE_METHODS_ID, FES_METHODS_ID, CLF_METHODS_ID, END_METHODS_ID, END_TO_END_METHODS_ID, accuracy          , train_time           , test_time
EA-TRCSP-LASSO-GNB        , "[1, 2, 6, 10, 0, 0]", EA         , TRCSP      , LASSO      , GNB        ,                   ,                   ,              1,              2,              6,             10,              0,                     0, 0.8833333333333334,   0.2327136754989624 , 0.19372956752777098
EA-TRCSP-LASSO-MLP        , "[1, 2, 6, 11, 0, 0]", EA         , TRCSP      , LASSO      , MLP        ,                   ,                   ,              1,              2,              6,             11,              0,                     0, 0.9033333333333333,   0.46368019580841063, 0.15458309650421143
EA-TRCSP-RFE-SVM          , "[1, 2, 7, 1, 0, 0]" , EA         , TRCSP      , RFE        , SVM        ,                   ,                   ,              1,              2,              7,              1,              0,                     0, 0.9055555555555557,   0.2285707950592041 , 0.20126230716705323
EA-TRCSP-RFE-LDA          , "[1, 2, 7, 2, 0, 0]" , EA         , TRCSP      , RFE        , LDA        ,                   ,                   ,              1,              2,              7,              2,              0,                     0, 0.9055555555555557,   0.23066813945770265, 0.1716970682144165
EA-TRCSP-RFE-LR           , "[1, 2, 7, 3, 0, 0]" , EA         , TRCSP      , RFE        , LR         ,                   ,                   ,              1,              2,              7,              3,              0,                     0, 0.9011111111111111,   0.23156254291534423, 0.18813624382019042
EA-TRCSP-RFE-KNN          , "[1, 2, 7, 4, 0, 0]" , EA         , TRCSP      , RFE        , KNN        ,                   ,                   ,              1,              2,              7,              4,              0,                     0, 0.8977777777777778,   0.2283806324005127 , 0.20211951732635497
EA-TRCSP-RFE-DTC          , "[1, 2, 7, 5, 0, 0]" , EA         , TRCSP      , RFE        , DTC        ,                   ,                   ,              1,              2,              7,              5,              0,                     0, 0.8022222222222222,   0.23183178901672363, 0.18149211406707763
EA-TRCSP-RFE-RFC          , "[1, 2, 7, 6, 0, 0]" , EA         , TRCSP      , RFE        , RFC        ,                   ,                   ,              1,              2,              7,              6,              0,                     0, 0.8966666666666667,   0.3927722692489624 , 0.20998339653015136
EA-TRCSP-RFE-ETC          , "[1, 2, 7, 7, 0, 0]" , EA         , TRCSP      , RFE        , ETC        ,                   ,                   ,              1,              2,              7,              7,              0,                     0, 0.9011111111111111,   0.33047094345092776, 0.18631677627563475
EA-TRCSP-RFE-ABC          , "[1, 2, 7, 8, 0, 0]" , EA         , TRCSP      , RFE        , ABC        ,                   ,                   ,              1,              2,              7,              8,              0,                     0, 0.8555555555555555,   0.30309371948242186, 0.17802803516387938
EA-TRCSP-RFE-GBC          , "[1, 2, 7, 9, 0, 0]" , EA         , TRCSP      , RFE        , GBC        ,                   ,                   ,              1,              2,              7,              9,              0,                     0, 0.8833333333333334,   0.4404755592346191 , 0.24292397499084473
EA-TRCSP-RFE-GNB          , "[1, 2, 7, 10, 0, 0]", EA         , TRCSP      , RFE        , GNB        ,                   ,                   ,              1,              2,              7,             10,              0,                     0, 0.8188888888888888,   0.26502046585083006, 0.19165365695953368
EA-TRCSP-RFE-MLP          , "[1, 2, 7, 11, 0, 0]", EA         , TRCSP      , RFE        , MLP        ,                   ,                   ,              1,              2,              7,             11,              0,                     0, 0.9244444444444445,   0.7724949598312378 , 0.20195479393005372
EA-TRCSP-RFECV-SVM        , "[1, 2, 8, 1, 0, 0]" , EA         , TRCSP      , RFECV      , SVM        ,                   ,                   ,              1,              2,              8,              1,              0,                     0, 0.9033333333333335,   0.32802767753601075, 0.2852264165878296
EA-TRCSP-RFECV-LDA        , "[1, 2, 8, 2, 0, 0]" , EA         , TRCSP      , RFECV      , LDA        ,                   ,                   ,              1,              2,              8,              2,              0,                     0, 0.8988888888888888,   0.3430819034576416 , 0.22643587589263917
EA-TRCSP-RFECV-LR         , "[1, 2, 8, 3, 0, 0]" , EA         , TRCSP      , RFECV      , LR         ,                   ,                   ,              1,              2,              8,              3,              0,                     0, 0.9022222222222224,   0.3317568778991699 , 0.27392675876617434
EA-TRCSP-RFECV-KNN        , "[1, 2, 8, 4, 0, 0]" , EA         , TRCSP      , RFECV      , KNN        ,                   ,                   ,              1,              2,              8,              4,              0,                     0, 0.9111111111111112,   0.28545756340026857, 0.23328967094421388
EA-TRCSP-RFECV-DTC        , "[1, 2, 8, 5, 0, 0]" , EA         , TRCSP      , RFECV      , DTC        ,                   ,                   ,              1,              2,              8,              5,              0,                     0, 0.8111111111111111,   0.29633121490478515, 0.25846807956695556
EA-TRCSP-RFECV-RFC        , "[1, 2, 8, 6, 0, 0]" , EA         , TRCSP      , RFECV      , RFC        ,                   ,                   ,              1,              2,              8,              6,              0,                     0, 0.8911111111111112,   0.5102121829986572 , 0.20889687538146973
EA-TRCSP-RFECV-ETC        , "[1, 2, 8, 7, 0, 0]" , EA         , TRCSP      , RFECV      , ETC        ,                   ,                   ,              1,              2,              8,              7,              0,                     0, 0.8988888888888888,   0.33728723526000975, 0.19913830757141113
EA-TRCSP-RFECV-ABC        , "[1, 2, 8, 8, 0, 0]" , EA         , TRCSP      , RFECV      , ABC        ,                   ,                   ,              1,              2,              8,              8,              0,                     0, 0.8466666666666667,   0.31563458442687986, 0.17937748432159423
EA-TRCSP-RFECV-GBC        , "[1, 2, 8, 9, 0, 0]" , EA         , TRCSP      , RFECV      , GBC        ,                   ,                   ,              1,              2,              8,              9,              0,                     0, 0.8677777777777778,   0.3312676191329956 , 0.1814802408218384
EA-TRCSP-RFECV-GNB        , "[1, 2, 8, 10, 0, 0]", EA         , TRCSP      , RFECV      , GNB        ,                   ,                   ,              1,              2,              8,             10,              0,                     0, 0.8755555555555554,   0.22450647354125977, 0.16859333515167235
EA-TRCSP-RFECV-MLP        , "[1, 2, 8, 11, 0, 0]", EA         , TRCSP      , RFECV      , MLP        ,                   ,                   ,              1,              2,              8,             11,              0,                     0, 0.9100000000000001,   0.45671758651733396, 0.15891880989074708
EA-TS-SVM                 , "[1, 5, 0, 1, 0, 0]" , EA         , TS         ,            , SVM        ,                   ,                   ,              1,              5,              0,              1,              0,                     0, 0.9055555555555556,   0.2392406463623047 , 0.21093885898590087
EA-TS-LDA                 , "[1, 5, 0, 2, 0, 0]" , EA         , TS         ,            , LDA        ,                   ,                   ,              1,              5,              0,              2,              0,                     0, 0.9266666666666667,   0.33368620872497556, 0.2173919439315796
EA-TS-LR                  , "[1, 5, 0, 3, 0, 0]" , EA         , TS         ,            , LR         ,                   ,                   ,              1,              5,              0,              3,              0,                     0, 0.9455555555555556,   0.2609344720840454 , 0.2264021635055542
EA-TS-KNN                 , "[1, 5, 0, 4, 0, 0]" , EA         , TS         ,            , KNN        ,                   ,                   ,              1,              5,              0,              4,              0,                     0, 0.8077777777777777,   0.2439500093460083 , 0.229247784614563
EA-TS-DTC                 , "[1, 5, 0, 5, 0, 0]" , EA         , TS         ,            , DTC        ,                   ,                   ,              1,              5,              0,              5,              0,                     0, 0.7922222222222222,   0.28281006813049314, 0.20944273471832275
EA-TS-RFC                 , "[1, 5, 0, 6, 0, 0]" , EA         , TS         ,            , RFC        ,                   ,                   ,              1,              5,              0,              6,              0,                     0, 0.9311111111111112,   0.5648558616638184 , 0.21866724491119385
